stock_code,corp_name,corp_code,modify_date
039490,키움증권,00296290,20230713
039560,다산네트웍스,00268251,20221129
039570,HDC랩스,00350312,20230609
039610,화성밸브,00217743,20230316
039740,한국정보공학,00261957,20230201
039830,오로라,00141556,20230328
039840,디오,00115931,20230328
039860,나노엔텍,00230425,20221202
039980,리노스,00369213,20221214
040160,누리플렉스,00269889,20221208
040300,YTN,00200275,20230213
040350,큐로컴,00346407,20221207
040420,정상제이엘에스,00287788,20221202
040610,SG&G,00264714,20221206
040910,아이씨디,00298377,20230220
041020,폴라리스오피스,00269852,20221220
041190,우리기술투자,00231664,20221228
041440,현대에버다임,00228536,20230215
041460,한국전자인증,00361169,20221208
041510,에스엠,00260930,20230403
041520,이라이콤,00137289,20220225
041590,플래스크,00297448,20230105
041650,상신브레이크,00129642,20230223
041830,인바디,00269922,20221208
041910,에스텍파마,00463342,20221212
041920,메디아나,00273439,20221202
041930,동아화성,00199988,20221212
041960,코미팜,00187415,20230707
042000,카페24,00260879,20220228
042040,케이피엠테크,00206686,20221212
042110,에스씨디,00171867,20221202
042370,비츠로테크,00103644,20221209
042420,네오위즈홀딩스,00266952,20230221
042500,링네트,00352499,20221208
042510,라온시큐어,00255433,20230704
042520,한스바이오메드,00349060,20221128
042600,새로닉스,00147994,20231017
042660,한화오션,00111704,20230614
042670,HD현대인프라코어,00344287,20230426
042700,한미반도체,00161383,20221124
042940,상지카일룸,00232007,20221209
043090,엑서지21,00351454,20230706
043100,솔고바이오,00220109,20230623
043150,바텍,00264255,20230714
043200,파루,00266934,20221125
043220,티에스넥스젠,00317487,20230220
043260,성호전자,00317210,20221209
043340,에쎈테크,00203209,20230220
043360,디지아이,00295547,20221205
043370,피에이치에이,00155151,20230216
043590,웰킵스하이텍,00260611,20230628
043610,지니뮤직,00223762,20230824
043650,국순당,00256715,20221208
043710,서울리거,00305570,20230807
043910,자연과환경,00418379,20230502
044060,조광ILI,00291860,20231031
044180,KD,00111218,20221212
044340,위닉스,00293886,20220225
044380,주연테크,00269241,20230412
044450,KSS해운,00160232,20230327
044480,블레이드 Ent,00173449,20230727
044490,태웅,00186799,20231018
044780,에이치케이,00235183,20221205
044820,코스맥스비티아이,00219574,20230619
044960,이글벳,00145473,20221130
044990,에이치엔에스하이텍,00311216,20230222
045060,오공,00220969,20221201
045100,한양이엔지,00216762,20230220
045300,성우테크론,00350482,20221208
045340,토탈소프트,00355089,20221205
045390,대아티아이,00318316,20221208
045510,정원엔시스,00147772,20230502
045520,크린앤사이언스,00185222,20221202
045660,에이텍,00256502,20221201
045970,코아시아,00271501,20230601
046070,코다코,00295857,20230906
046120,오르비텍,00297989,20230216
046140,SBS콘텐츠허브,00280688,20230220
046210,HLB파나진,00172079,20230911
046310,백금T&A,00360036,20221116
046390,삼화네트웍스,00301112,20230222
046440,KG모빌리언스,00405278,20230324
046890,서울반도체,00130763,20221206
046940,우원개발,00363246,20221206
046970,우리로,00296005,20221206
047040,대우건설,00124540,20230313
047050,포스코인터내셔널,00124504,20230321
047080,한빛소프트,00348292,20230530
047310,파워로직스,00269612,20221212
047400,유니온머티리얼,00369833,20230223
047560,이스트소프트,00273420,20230217
047770,코데즈컴바인,00329093,20221004
047810,한국항공우주,00309503,20230309
047820,초록뱀미디어,00299464,20230331
047920,HLB제약,00336817,20230817
048410,현대바이오,00313649,20221205
048430,유라테크,00201742,20221107
048470,대동스틸,00109268,20221129
048530,인트론바이오,00292434,20221202
048550,SM C&C,00185046,20230331
048770,TPC,00108649,20220225
048830,엔피케이,00108490,20230904
048870,시너지이노베이션,00475985,20211207
048910,대원미디어,00351807,20221207
049070,인탑스,00226866,20221201
049080,기가레인,00377018,20221214
049120,파인디앤씨,00350020,20221209
049180,셀루메드,00310156,20221116
049430,코메론,00152783,20221108
049470,SGA,00351579,20221207
049480,오픈베이스,00335076,20230105
049520,유아이엘,00256380,20221208
049550,잉크테크,00261656,20230217
049630,재영솔루텍,00147082,20230214
049720,고려신용정보,00336297,20221214
049770,동원F&B,00340917,20221216
049800,우진플라임,00303217,20211227
049830,승일,00135467,20221212
049950,미래컴퍼니,00447760,20220225
049960,쎌바이오텍,00357430,20221129
050090,비케이홀딩스,00369569,20230307
050110,캠시스,00330044,20230207
050120,ES큐브,00175623,20230421
050760,에스폴리텍,00340272,20221116
050860,아세아텍,00138747,20220826
050890,쏠리드,00364403,20221205
050960,수산아이앤티,00577016,20220330
051160,지어소프트,00389110,20230221
051360,토비스,00390365,20230217
051370,인터플렉스,00369170,20221205
051380,피씨디렉트,00297934,20221205
051390,YW,00296263,20221212
051490,나라엠앤디,00297095,20221130
051500,CJ프레시웨이,00127954,20230116
051600,한전KPS,00159218,20230207
051630,진양화학,00347734,20221202
051780,큐로홀딩스,00296324,20221129
051900,LG생활건강,00356370,20230329
051910,LG화학,00356361,20230106
051980,중앙첨단소재,00347716,20230927
052020,에스티큐브,00273110,20221205
052220,iMBC,00370006,20230331
052260,현대바이오랜드,00347062,20221205
052300,씨티프라퍼티,00349811,20230907
052330,코텍,00305297,20230223
052400,코나아이,00349732,20221214
052420,오성첨단소재,00350048,20230228
052460,아이크래프트,00405719,20230328
052600,한네트,00244783,20221214
052670,제일바이오,00185505,20230818
052690,한전기술,00159209,20230206
052710,아모텍,00298447,20230214
052770,아이톡시,00346911,20230814
052790,액토즈소프트,00348034,20221207
052860,아이앤씨,00365758,20221226
052900,KX하이텍,00276834,20220714
052960,태양3C,00302236,20230228
053030,바이넥스,00216027,20220228
053050,지에스이,00351995,20220228
053060,세동,00133663,20211202
053080,케이엔솔,00304076,20230615
053160,프리엠스,00352064,20221209
053210,케이티스카이라이프,00349097,20230403
053260,금강철강,00105475,20221130
053270,구영테크,00202060,20221206
053280,예스24,00362858,20230329
053290,NE능률,00363927,20221202
053300,한국정보인증,00306454,20221214
053350,이니텍,00353610,20230216
053450,세코닉스,00351630,20211202
053580,웹케시,00323868,20230222
053590,한국테크놀로지,00355548,20221214
053610,프로텍,00325112,20221205
053620,태양,00186717,20221207
053690,한미글로벌,00413523,20230223
053700,삼보모터스,00351092,20230220
053800,안랩,00298270,20230206
053950,경남제약,00307028,20221207
053980,오상자이엘,00226547,20230502
054040,한국컴퓨터,00303396,20221130
054050,농우바이오,00176835,20211209
054090,삼진엘앤디,00239514,20230412
054180,메디콕스,00356839,20230817
054210,이랜텍,00206659,20221205
054220,비츠로시스,00201432,20230721
054300,팬스타엔터프라이즈,00339072,20230330
054410,케이피티유,00357607,20221130
054450,텔레칩스,00423177,20230222
054540,삼영엠텍,00250614,20230103
054620,APS,00296078,20230426
054630,에이디칩스,00356927,20231030
054670,대한뉴팜,00207375,20230103
054780,키이스트,00353762,20230413
054800,아이디스홀딩스,00359580,20230223
054920,한컴위드,00363592,20230331
054930,유신,00144650,20221205
054940,엑사이엔씨,00360577,20230103
054950,제이브이엠,00361381,20230327
055490,테이팩스,00256955,20220714
055550,신한지주,00382199,20230324
056080,유진로봇,00234227,20221207
056090,이노시스,00346610,20221219
056190,에스에프에이,00358271,20230213
056360,코위버,00360674,20221212
056700,신화인터텍,00228350,20230331
056730,CNT85,00318662,20230119
057030,YBM넷,00307222,20221219
057050,현대홈쇼핑,00412597,20230222
057540,옴니시스템,00265005,20221207
057680,티사이언티픽,00372688,20230630
057880,피에이치씨,00410739,20230306
058110,멕아이씨에스,00270113,20230216
058220,아리온,00441128,20220111
058400,KNN,00208134,20211213
058430,포스코스틸리온,00155258,20230221
058450,엔터파트너즈,00146427,20230508
058470,리노공업,00369657,20230216
058530,파나케이아,00353018,20231016
058610,에스피지,00220686,20221202
058630,엠게임,00397058,20221128
058650,세아홀딩스,00377610,20230329
058730,다스코,00353878,20230508
058820,CMG제약,00380429,20230717
058850,KTcs,00372882,20230222
058860,KTis,00372873,20230215
058970,엠로,00396925,20220228
059090,미코,00366942,20230113
059100,아이컴포넌트,00407285,20221202
059120,아진엑스텍,00404288,20221212
059210,메타바이오메드,00317681,20221206
059270,해성티피씨,00453442,20230222
060150,인선이엔티,00375931,20230223
060230,소니드,00363510,20231026
060240,룽투코리아,00373571,20221007
060250,NHN KCP,00357740,20230420
060260,뉴보텍,00351375,20221202
060280,큐렉소,00356802,20230811
060310,3S,00378363,20220526
060370,LS마린솔루션,00225742,20230830
060380,동양에스텍,00178851,20221202
060480,국일신동,00203847,20220223
060540,에스에이티,00379229,20230223
060560,홈센타홀딩스,00288495,20211202
060570,드림어스컴퍼니,00364467,20230222
060590,씨티씨바이오,00362292,20221201
060720,KH바텍,00378628,20230215
060850,영림원소프트랩,00532129,20220225
060900,DGP,00367695,20230612
060980,HL홀딩스,00299002,20230329
061040,알에프텍,00309831,20230223
061250,화일약품,00188973,20230327
061970,LB세미콘,00412348,20230921
062860,티엘아이,00261887,20221124
062970,피피아이,00403766,20230222
063080,컴투스홀딩스,00535746,20230616
063160,종근당바이오,00390055,20230223
063170,서울옥션,00410915,20221201
063440,SM Life Design,00367604,20230223
063570,한국전자금융,00363769,20220217
063760,이엘피,00374020,20230222
064090,웨스트라이즈,00390408,20230724
064240,홈캐스트,00385336,20221130
064260,다날,00389970,20220118
064290,인텍플러스,00479787,20230130
064350,현대로템,00302926,20230104
064480,브리지텍,00359076,20221121
064520,테크엘,00370255,20230328
064550,바이오니아,00326731,20230918
064760,티씨케이,00245472,20221129
064800,젬백스링크,00392691,20230117
064820,케이프,00152437,20230502
064850,에프앤가이드,00331016,20231005
064960,SNT모티브,00398792,20221115
065060,지엔코,00258102,20221202
065130,탑엔지니어링,00366845,20221220
065150,DSEN,00390860,20230517
065170,비엘팜텍,00384717,20221213
065350,신성델타테크,00136226,20230222
065370,위세아이텍,00374738,20230712
065420,에스아이리소스,00120906,20230705
065440,이루온,00390514,20230223
065450,빅텍,00385363,20221128
065500,오리엔트정공,00300405,20221212
065510,휴비츠,00398668,20230125
065530,와이어블,00250137,20230216
065560,녹원씨엔아이,00393469,20230403
065570,삼영이엔씨,00288343,20221118
065650,메디프론,00391197,20230330
065660,안트로젠,00631837,20220317
065680,우주일렉트로,00390903,20230223
065690,파커스,00384762,20230130
065710,서호전기,00220622,20221205
065770,CS,00303703,20220708
065950,웰크론,00362159,20221011
066130,하츠,00221728,20221207
066310,큐에스아이,00411446,20220225
066360,체리부로,00216434,20221206
066410,버킷스튜디오,00378220,20230707
066430,와이오엠,00370200,20221110
066570,LG전자,00401731,20230110
066590,우수AMS,00301422,20221220
066620,국보디자인,00253985,20221206
066670,디스플레이텍,00371740,20230711
066700,테라젠이텍스,00249894,20230404
066790,씨씨에스,00249441,20221117
066830,제노텍,00393618,20220224
066900,디에이피,00303192,20230323
066910,손오공,00306870,20221208
066970,엘앤에프,00398701,20220321
066980,한성크린텍,00389998,20231025
067000,조이시티,00397252,20230106
067010,이씨에스,00400060,20230223
067080,대화제약,00210740,20221213
067160,아프리카TV,00399694,20220224
067170,오텍,00397289,20230216
067280,멀티캠퍼스,00425351,20230316
067290,JW신약,00110431,20230512
067310,하나마이크론,00445054,20221202
067370,선바이오,00407036,20230222
067390,아스트,00409681,20230223
067570,엔브이에이치코리아,00146436,20230503
067630,HLB생명과학,00365590,20230502
067730,로지시스,00238199,20230210
067770,세진티에스,00406727,20230222
067830,세이브존I&C,00422895,20230421
067900,와이엔텍,00190756,20221201
067920,이글루,00364847,20221129
067990,도이치모터스,00449379,20230223
068050,팬엔터테인먼트,00397191,20230214
068240,다원시스,00523307,20211206
068270,셀트리온,00413046,20221213
068290,삼성출판사,00423690,20221205
068330,일신바이오,00385415,20221121
068400,SK렌터카,00201450,20230106
068760,셀트리온제약,00541349,20221129
068790,DMS,00361594,20230331
068930,디지털대성,00398808,20230223
068940,셀피글로벌,00308896,20230403
069080,웹젠,00405320,20221206
069140,누리플랜,00410997,20230331
069260,티케이지휴켐스,00426086,20230726
069330,유아이디,00400121,20221208
069410,엔텔스,00415707,20221206
069460,대호에이엘,00428729,20230823
069510,에스텍,00306719,20230203
069540,라이트론,00367482,20221207
069620,대웅제약,00427483,20230517
069640,한세엠케이,00357360,20221202
069730,DSR제강,00151298,20221202
069920,아이에스이커머스,00426068,20230615
069960,현대백화점,00428251,20230103
070300,엑스큐어,00683007,20221205
070590,한솔인티큐브,00470829,20230717
070960,용평리조트,00365989,20220221
071050,한국금융지주,00432102,20221228
071090,하이스틸,00435312,20221219
071200,인피니트헬스케어,00435969,20221202
071280,로체시스템즈,00363486,20221102
071320,지역난방공사,00159698,20230106
071460,위니아,00300557,20230403
071670,에이테크솔루션,00384887,20220228
071840,롯데하이마트,00158307,20230328
071850,캐스텍코리아,00302582,20230614
071950,코아스,00210856,20230220
071970,STX중공업,00406046,20221206
072020,중앙백신,00415327,20230908
072130,유엔젤,00416654,20230130
072470,우리산업홀딩스,00359623,20221206
072520,제넨바이오,00408956,20230515
072710,농심홀딩스,00459871,20230330
072770,율호,00583026,20230628
072870,메가스터디,00422284,20221202
072950,빛샘전자,00359261,20221128
072990,에이치시티,00527464,20230222
073010,케이에스피,00328191,20230213
073110,엘엠에스,00494218,20230411
073190,듀오백,00407771,20220222
073240,금호타이어,00481454,20230110
073490,이노와이어리스,00462121,20221130
073540,에프알텍,00442561,20230925
073560,우리손에프앤지,00413417,20230403
073570,리튬포어스,00440712,20231013
073640,테라사이언스,00373021,20230530
074430,아미노로직스,00466428,20230913
074600,원익QnC,00468374,20220330
074610,이엔플러스,00469799,20230328
075130,플랜티넷,00490179,20221201
075180,새론오토모티브,00305668,20221221
075580,세진중공업,00415628,20230216
075970,동국알앤에스,00472890,20230323
076080,웰크론한텍,00487546,20221205
076340,관악산업,00321204,20230221
076610,해성옵틱스,00483735,20230403
077360,덕산하이메탈,00471068,20231025
077500,유니퀘스트,00414601,20221212
077970,STX엔진,00480455,20230331
078000,텔코웨어,00361488,20221201
078020,이베스트투자증권,00330424,20230104
078070,유비쿼스홀딩스,00411385,20221208
078130,국일제지,00104573,20230330
078140,대봉엘에스,00442826,20221213
078150,HB테크놀러지,00255275,20221209
078160,메디포스트,00453929,20230209
078340,컴투스,00476498,20230331
078350,한양디지텍,00488989,20220228
078520,에이블씨엔씨,00400857,20230714
078590,휴림에이텍,00230814,20230831
078600,대주전자재료,00177816,20221207
078860,아이오케이,00543204,20230905
078890,가온그룹,00441304,20230417
078930,GS,00500254,20221227
078940,퀀타피아,00501970,20231024
079000,와토스코리아,00455875,20230328
079160,CJ CGV,00303873,20230109
079170,한창산업,00202839,20221201
079190,케스피온,00479705,20230731
079370,제우스,00442570,20221130
079430,현대리바트,00300548,20221130
079550,LIG넥스원,00503668,20221124
079650,서산,00130408,20221207
079810,디이엔티,00445160,20221208
079940,가비아,00506294,20221205
079950,인베니아,00409371,20221230
079960,동양이엔피,00178790,20230223
079970,투비소프트,00596260,20230619
079980,휴비스,00362238,20221205
080000,에스엔유,00455981,20221205
080010,이상네트웍스,00454399,20231006
080160,모두투어,00456218,20230713
080220,제주반도체,00447487,20221207
080420,모다이노칩,00480048,20230216
080470,성창오토텍,00486370,20221205
080520,오디텍,00529815,20221208
080530,코디,00308559,20221206
080580,오킨스전자,00543107,20230223
080720,한국유니온제약,00532855,20221205
081000,일진다이아,00508274,20221207
081150,티플랙스,00497631,20221207
081580,성우전자,00364306,20221212
081660,휠라홀딩스,00195229,20230713
082210,옵트론텍,00327396,20230908
082270,젬백스,00492894,20230331
082640,동양생명,00117267,20221230
082660,코스나인,00442455,20221209
082740,HSD엔진,00361008,20211222
082800,비보존 제약,00533191,20230703
082850,우리바이오,00369107,20220331
082920,비츠로셀,00154718,20221209
083310,엘오티베큠,00484682,20221209
083420,그린케미칼,00454946,20221201
083450,GST,00540863,20221201
083470,이엠앤아이,00475718,20230502
083500,에프엔에스테크,00476036,20230216
083550,케이엠,00242934,20221202
083640,인콘,00475976,20230725
083650,비에이치아이,00409788,20230216
083660,CSA 코스믹,00406037,20230713
083790,CG인바이츠,00407814,20230803
083930,아바코,00442145,20220225
084010,대한제강,00113225,20230403
084110,휴온스글로벌,00228059,20221128
084180,수성샐바시온,00243979,20230718
084370,유진테크,00531014,20221216
084440,유비온,00531078,20221128
084650,랩지노믹스,00545114,20230313
084670,동양고속,00540641,20230202
084680,이월드,00540605,20230220
084690,대상홀딩스,00539274,20221206
084730,팅크웨어,00438036,20220221
084850,아이티엠반도체,00579980,20230220
084870,티비에이치글로벌,00409672,20230922
084990,헬릭스미스,00359395,20230317
085310,엔케이,00172228,20230327
085620,미래에셋생명,00112332,20231026
085660,차바이오텍,00525679,20230403
085670,뉴프렉스,00493510,20221213
085810,알티캐스트,00364254,20230403
085910,네오티스,00447928,20230206
086040,바이오톡스텍,00447502,20221202
086060,진바이오텍,00491053,20221123
086220,비엘헬스케어,00523176,20230331
086280,현대글로비스,00360595,20230127
086390,유니테스트,00540447,20230222
086450,동국제약,00114808,20230829
086460,큐러블,00548519,20231024
086520,에코프로,00536541,20230331
086670,비엠티,00524786,20230516
086710,선진뷰티사이언스,00132202,20220801
086790,하나금융지주,00547583,20230922
086820,바이오솔루션,00560982,20230222
086890,이수앱지스,00526872,20221227
086900,메디톡스,00580199,20221206
086960,MDS테크,00445841,20230410
086980,쇼박스,00303794,20230901
087010,펩트론,00415868,20230220
087260,모바일어플라이언스,00556615,20220225
087600,픽셀플러스,00495086,20221214
088130,동아엘텍,00489243,20230216
088260,이리츠코크렙,00544452,20230328
088290,이원컴포텍,00409140,20230403
088350,한화생명,00113058,20220429
088390,이녹스,00494476,20230222
088790,진도,00557933,20221108
088800,에이스테크,00556907,20230703
088910,동우팜투테이블,00228712,20230403
088980,맥쿼리인프라,00435297,20200715
089010,켐트로닉스,00371485,20230223
089030,테크윙,00535676,20221130
089140,넥스턴바이오,00416414,20230223
089150,케이씨티,00441447,20230804
089230,THE E&M,00519252,20230209
089470,HDC현대EP,00357935,20230203
089530,에이티세미콘,00458562,20231006
089590,제주항공,00555874,20221227
089600,나스미디어,00486097,20230220
089790,제이티,00365457,20220214
089850,유비벨록스,00592653,20221219
089860,롯데렌탈,00545716,20230324
089890,코세스,00365934,20230222
089970,에이피티씨,00544577,20220418
089980,상아프론테크,00181299,20221230
090080,평화산업,00573579,20230330
090150,아이윈,00365624,20221130
090350,노루페인트,00583442,20221125
090360,로보스타,00536523,20221107
090370,메타랩스,00442835,20230613
090410,덕신하우징,00454937,20221130
090430,아모레퍼시픽,00583424,20230320
090460,비에이치,00447609,20230620
090470,제이스텍,00493185,20230220
090710,휴림로봇,00540429,20221207
090850,현대이지웰,00656951,20221206
091090,세원이앤씨,00585219,20230403
091120,이엠텍,00541163,20230221
091340,S&K폴리텍,00580667,20221130
091440,텔레필드,00560122,20221205
091580,상신이디피,00480783,20221107
091590,남화토건,00108001,20230222
091700,파트론,00490151,20230327
091810,티웨이항공,00671376,20230403
091970,나노캠텍,00542074,20231006
091990,셀트리온헬스케어,00554024,20221216
092040,아미코젠,00545734,20230314
092070,디엔에프,00569691,20221130
092130,이크레더블,00634728,20230330
092190,서울바이오시스,00488402,20230331
092200,디아이씨,00112165,20230216
092220,KEC,00589127,20230331
092230,KPX홀딩스,00587466,20221128
092300,현우산업,00367455,20230220
092440,기신정기,00106614,20220519
092460,한라IMS,00528515,20221202
092590,럭스피아,00578325,20220225
092600,앤씨앤,00537337,20221201
092730,네오팜,00551920,20230713
092780,동양피스톤,00117726,20230221
092790,넥스틸,00220613,20231018
092870,엑시콘,00611736,20230615
093050,LF,00593032,20221209
093190,빅솔론,00478900,20230217
093230,이아이디,00480950,20231031
093240,형지엘리트,00441243,20220721
093320,케이아이엔엑스,00603348,20221226
093370,후성,00595191,20230222
093380,풍강,00155373,20221027
093510,엔지브이아이,00521433,20230223
093520,매커스,00596677,20230410
093640,케이알엠,00536888,20230414
093920,서원인텍,00445799,20221220
094170,동운아나텍,00695969,20221130
094280,효성 ITX,00414850,20221207
094360,칩스앤미디어,00579971,20230222
094480,갤럭시아머니트리,00587457,20230102
094800,맵스리얼티1,00600013,20190405
094820,일진파워,00485177,20230214
094840,슈프리마에이치큐,00599957,20221206
094850,참좋은여행,00606770,20230220
094860,네오리진,00599106,20221202
094940,푸른기술,00537832,20221130
094970,제이엠티,00533508,20221206
095190,이엠코리아,00526951,20230502
095270,웨이브일렉트로,00526696,20221223
095340,ISC,00572905,20231005
095500,미래나노텍,00526836,20230222
095570,AJ네트웍스,00365387,20230330
095610,테스,00524421,20220225
095660,네오위즈,00628860,20230222
095700,제넥신,00545929,20231013
095720,웅진씽크빅,00628189,20230109
095910,에스에너지,00585538,20221206
096040,이트론,00480756,20230817
096240,크레버스,00525882,20230703
096350,대창솔루션,00177870,20221227
096530,씨젠,00788773,20230414
096610,알에프세미,00516246,20231013
096630,에스코넥,00573269,20221212
096690,에이루트,00608839,20221201
096760,JW홀딩스,00632304,20230512
096770,SK이노베이션,00631518,20230203
096870,엘디티,00540571,20221201
097230,HJ중공업,00633835,20221226
097520,엠씨넥스,00564562,20230227
097780,에코볼트,00562360,20230822
097800,윈팩,00536286,20220224
097870,효성오앤비,00367385,20220812
097950,CJ제일제당,00635134,20230103
098120,마이크로컨텍솔,00568188,20230223
098460,고영,00579999,20221206
098660,에스티오,00612188,20221129
099190,아이센스,00550994,20230223
099220,SDN,00574611,20230220
099320,쎄트렉아이,00449254,20221207
099390,브레인즈컴퍼니,00642897,20230224
099410,동방선기,00526678,20230330
099430,바이오플러스,00636656,20230215
099440,스맥,00580056,20230428
099520,ITX-AI,00627029,20230502
099750,이지케어텍,00490090,20220920
100030,인지소프트,00641171,20221213
100090,SK오션플랜트,00480367,20230419
100120,뷰웍스,00609324,20220228
100130,동국S&C,00415594,20230223
100220,비상교육,00520887,20221201
100250,진양홀딩스,00646732,20230516
100590,머큐리,00364740,20230220
100660,서암기계공업,00166528,20221128
100700,세운메디칼,00362201,20221205
100790,미래에셋벤처투자,00340096,20221206
100840,SNT에너지,00648721,20220809
101000,상상인인더스트리,00618410,20221122
101140,인바이오젠,00652423,20221129
101160,월덱스,00580065,20221213
101170,우림피티에스,00567222,20221124
101240,씨큐브,00520610,20230823
101330,모베이스,00498001,20230330
101360,에코앤드림,00619640,20230223
101390,아이엠,00609634,20230725
101400,엔시트론,00641393,20221202
101490,에스앤에스텍,00411048,20230217
101530,해태제과식품,00428321,20220331
101670,하이드로리튬,00527491,20230330
101680,한국정밀기계,00257732,20221109
101730,위메이드맥스,00643656,20221206
101930,인화정공,00482426,20211203
102120,어보브반도체,00591441,20230626
102260,동성케미컬,00679314,20230217
102280,쌍방울,00681142,20221209
102370,케이옥션,00668600,20230223
102460,이연제약,00145598,20230802
102710,이엔에프테크놀로지,00530185,20220401
102940,코오롱생명과학,00525642,20230329
102950,아하,00677334,20221130
103140,풍산,00684714,20230102
103230,에스앤더블류,00137012,20221205
103590,일진전기,00683469,20230215
103660,씨앗,00762377,20221206
103840,우양,00486875,20230220
104040,대성파인텍,00442905,20211207
104200,NHN벅스,00645089,20230801
104460,디와이피엔에프,00602136,20230330
104480,티케이케미칼,00693554,20221201
104540,코렌텍,00541437,20230331
104620,노랑풍선,00632845,20221129
104700,한국철강,00687711,20220222
104830,원익머트리얼즈,00623661,20230109
105330,케이엔더블유,00606664,20230828
105550,트루윈,00766106,20230221
105560,KB금융,00688996,20230119
105630,한세실업,00728638,20230102
105740,디케이락,00533003,20221213
105840,우진,00173944,20211210
106080,하이소닉,00542898,20230721
106190,하이텍팜,00409964,20221205
106240,파인테크닉스,00755739,20230913
106520,노블엠앤비,00536329,20230127
107590,미원홀딩스,00706715,20230331
107600,새빗켐,00862880,20220804
107640,한중엔시에스,00474588,20220225
108230,톱텍,00531917,20230410
108320,LX세미콘,00525934,20230222
108380,대양전기공업,00111193,20221213
108490,로보티즈,00946030,20220217
108670,LX하우시스,00759513,20230327
108860,셀바스AI,00666064,20230215
109070,컨버즈,00753643,20221207
109080,옵티시스,00660291,20221208
109610,에스와이,00535481,20230331
109740,디에스케이,00530121,20220223
109820,진매트릭스,00552992,20220224
109860,동일금속,00118284,20220225
109960,에이프로젠 H&G,00653194,20221207
110020,전진바이오팜,00632793,20220503
110790,크리스에프앤씨,00522007,20230222
110990,디아이티,00576798,20230118
111110,호전실업,00226316,20230222
111710,남화산업,00245694,20220502
111770,영원무역,00776820,20230223
111870,KH 전자,00125965,20221228
112040,위메이드,00444329,20230105
112190,KC산업,00366517,20230111
112290,와이씨켐,00619507,20230417
112610,씨에스윈드,00670340,20221202
113810,디젠스,00576789,20221212
114090,GKL,00557508,20221206
114120,크루셜텍,00618401,20221129
114190,강원에너지,00100601,20230509
114450,그린생명과학,00532059,20230619
114630,폴라리스우노,00663669,20230214
114810,한솔아이원스,00625942,20221221
114840,아이패밀리에스씨,00692254,20230221
114920,대주이엔티,00414540,20220216
115160,휴맥스,00787057,20230331
115180,큐리언트,01042650,20221118
115310,인포바인,00491415,20230221
115390,락앤락,00561866,20230918
115440,우리넷,00664048,20230609
115450,HLB테라퓨틱스,00552859,20230710
115480,씨유메디칼,00681249,20221214
115500,케이씨에스,00441650,20221201
115530,씨엔플러스,00660033,20221110
115570,스타플렉스,00405959,20221212
115610,이미지스,00694942,20221128
115960,연우,00372253,20230223
116100,태양기계,00442631,20230223
117580,대성에너지,00787376,20230213
117670,알파홀딩스,00605124,20221202
117730,티로보틱스,00867098,20220221
118000,에스메디,00791209,20230912
118990,모트렉스,00876908,20230217
119500,포메탈,00188797,20221228
119610,인터로조,00604426,20230222
119650,KC코트렐,00797364,20221213
119830,아이텍,00626011,20221207
119850,지엔씨에너지,00626464,20230403
119860,커넥트웨이브,00585608,20230912
120030,조선선재,00796994,20230727
120110,코오롱인더,00795135,20230329
120240,대정화금,00250997,20221206
121060,유니포인트,00445869,20230621
121440,골프존뉴딘홀딩스,00674498,20230220
121600,나노신소재,00439965,20221121
121800,비덴트,00693651,20230822
121850,코이즈,00807397,20221205
121890,에스디시스템,00604815,20221201
122310,제노레이,00799539,20231019
122350,삼기,00799177,20221208
122450,KX,00657987,20220801
122640,예스티,00530556,20221205
122690,서진오토모티브,00800145,20221110
122830,원포유,00337296,20230220
122870,와이지엔터테인먼트,00613318,20221214
122900,아이마켓코리아,00360142,20220704
122990,와이솔,00759294,20230216
123010,아이윈플러스,00615723,20230320
123040,엠에스오토텍,00259545,20220222
123330,제닉,00624998,20221201
123410,코리아에프티,00803425,20221213
123420,위메이드플레이,00815767,20221201
123570,이엠넷,00616290,20221130
123690,한국화장품,00823429,20221130
123700,에스제이엠,00815369,20230223
123750,알톤스포츠,00821607,20221130
123840,한일진공,00809429,20221212
123860,아나패스,00761952,20221207
123890,한국자산신탁,00404701,20221227
124500,아이티센,00620868,20230912
124560,태웅로직스,00562245,20230223
125210,아모그린텍,00611912,20230215
126340,비나텍,00563518,20230220
126560,현대퓨처넷,00403632,20230516
126600,BGF에코머티리얼즈,00599595,20230113
126640,화신정공,00825223,20221205
126700,하이비젼시스템,00825959,20221206
126720,수산인더스트리,00193328,20230403
126880,제이엔케이히터,00442154,20230626
127120,디엔에이링크,00642541,20230220
127710,아시아경제,00665676,20230223
127980,화인써키트,00527002,20230221
128540,에코캡,00870481,20221205
128660,피제이메탈,00829380,20221209
128820,대성산업,00828789,20231020
128940,한미약품,00828497,20230814
129260,인터지스,00151368,20221128
129890,앱코,01207716,20230327
129920,대성하이텍,00577335,20221208
130500,GH신소재,00491938,20230220
130580,나이스디앤비,00606293,20221201
130660,한전산업,00194947,20230811
130740,티피씨글로벌,00578538,20221207
131030,옵투스제약,00831428,20230920
131090,시큐브,00402110,20221201
131100,티엔엔터테인먼트,00814786,20231005
131180,딜리,00629212,20221202
131220,대한과학,00608316,20221205
131290,티에스이,00372226,20221130
131370,알서포트,00838962,20221207
131400,이브이첨단소재,00533924,20221128
131760,파인텍,00820352,20230220
